Date and Time;Value
11-9-2016;3.547872
10-9-2016;3.553968
9-9-2016;3.550920
8-9-2016;3.541776
7-9-2016;3.523488
6-9-2016;3.569208
5-9-2016;3.560064
4-9-2016;3.560064
3-9-2016;3.557016
2-9-2016;3.544824
1-9-2016;3.508248
31-8-2016;3.511296
30-8-2016;3.532632
29-8-2016;3.553968
28-8-2016;3.599688
27-8-2016;3.587496
26-8-2016;3.569208
25-8-2016;3.593592
24-8-2016;3.608832
23-8-2016;3.596640
22-8-2016;3.560064
21-8-2016;3.578352
20-8-2016;3.566160
19-8-2016;3.575304
18-8-2016;3.526536
17-8-2016;3.514344
16-8-2016;3.493008
15-8-2016;3.499104
14-8-2016;3.499104
13-8-2016;3.535680
12-8-2016;3.526536
11-8-2016;3.544824
10-8-2016;3.529584
9-8-2016;3.550920
8-8-2016;3.517392
7-8-2016;3.535680
6-8-2016;3.474720
5-8-2016;3.718560
4-8-2016;3.474720
3-8-2016;3.474720
2-8-2016;3.422904
1-8-2016;3.438144
31-7-2016;3.404616
30-7-2016;3.361944
29-7-2016;3.413760
28-7-2016;3.416808
27-7-2016;3.432048
26-7-2016;3.395472
25-7-2016;3.404616
24-7-2016;3.416808
23-7-2016;3.456432
22-7-2016;3.450336
21-7-2016;3.432048
20-7-2016;3.410712
19-7-2016;3.395472
18-7-2016;3.413760
17-7-2016;3.371088
16-7-2016;3.389376
15-7-2016;3.410712
14-7-2016;3.444240
13-7-2016;3.422904
12-7-2016;3.410712
11-7-2016;3.462528
10-7-2016;3.456432
9-7-2016;3.462528
8-7-2016;3.425952
7-7-2016;3.413760
6-7-2016;3.377184
5-7-2016;3.358896
4-7-2016;3.331464
3-7-2016;3.352800
2-7-2016;3.349752
1-7-2016;3.368040
30-6-2016;3.380232
29-6-2016;3.383280
28-6-2016;3.313176
27-6-2016;3.270504
26-6-2016;3.288792
25-6-2016;3.279648
24-6-2016;3.294888
23-6-2016;3.252216
22-6-2016;3.255264
21-6-2016;3.261360
20-6-2016;3.252216
19-6-2016;3.316224
18-6-2016;3.343656
17-6-2016;3.297936
16-6-2016;3.322320
15-6-2016;3.285744
14-6-2016;3.282696
13-6-2016;3.215640
12-6-2016;3.224784
11-6-2016;3.224784
10-6-2016;3.221736
9-6-2016;3.224784
8-6-2016;3.209544
7-6-2016;3.151632
6-6-2016;3.154680
5-6-2016;3.230880
4-6-2016;3.227832
3-6-2016;3.236976
2-6-2016;3.243072
1-6-2016;3.221736
31-5-2016;3.221736
30-5-2016;3.206496
29-5-2016;3.206496
28-5-2016;3.203448
27-5-2016;3.206496
26-5-2016;3.169920
25-5-2016;3.368040
24-5-2016;3.182112
23-5-2016;3.160776
22-5-2016;3.182112
21-5-2016;3.197352
20-5-2016;3.136392
19-5-2016;3.105912
18-5-2016;3.148584
17-5-2016;3.154680
16-5-2016;3.142488
15-5-2016;3.133344
14-5-2016;3.172968
13-5-2016;3.133344
12-5-2016;3.142488
11-5-2016;3.148584
10-5-2016;3.124200
9-5-2016;3.075432
8-5-2016;3.054096
7-5-2016;3.099816
6-5-2016;3.112008
5-5-2016;3.179064
4-5-2016;3.236976
3-5-2016;3.185160
2-5-2016;3.142488
1-5-2016;3.154680
30-4-2016;3.191256
29-4-2016;3.221736
28-4-2016;3.206496
27-4-2016;3.197352
26-4-2016;3.252216
25-4-2016;3.230880
24-4-2016;3.185160
23-4-2016;3.261360
22-4-2016;3.194304
21-4-2016;3.176016
20-4-2016;3.163824
19-4-2016;3.115056
18-4-2016;3.154680
17-4-2016;3.243072
16-4-2016;3.291840
15-4-2016;3.264408
14-4-2016;3.243072
13-4-2016;3.233928
12-4-2016;3.227832
11-4-2016;3.221736
10-4-2016;3.194304
9-4-2016;3.194304
8-4-2016;3.215640
7-4-2016;3.224784
6-4-2016;3.206496
5-4-2016;3.224784
4-4-2016;3.172968
3-4-2016;3.182112
2-4-2016;3.230880
1-4-2016;3.240024
31-3-2016;3.218688
30-3-2016;3.206496
29-3-2016;3.194304
28-3-2016;3.194304
27-3-2016;3.206496
26-3-2016;3.197352
25-3-2016;3.179064
24-3-2016;3.169920
23-3-2016;3.176016
22-3-2016;3.148584
21-3-2016;3.127248
20-3-2016;3.130296
19-3-2016;3.200400
18-3-2016;3.169920
17-3-2016;3.172968
16-3-2016;3.194304
15-3-2016;3.227832
14-3-2016;3.249168
13-3-2016;3.218688
12-3-2016;3.218688
11-3-2016;3.142488
10-3-2016;3.215640
9-3-2016;3.224784
8-3-2016;3.194304
7-3-2016;3.130296
6-3-2016;3.157728
5-3-2016;3.233928
4-3-2016;3.346704
3-3-2016;3.389376
2-3-2016;3.374136
1-3-2016;3.419856
29-2-2016;3.413760
28-2-2016;3.444240
27-2-2016;3.401568
26-2-2016;3.349752
25-2-2016;3.331464
24-2-2016;3.310128
23-2-2016;3.282696
22-2-2016;3.334512
21-2-2016;3.352800
20-2-2016;3.368040
19-2-2016;3.364992
18-2-2016;3.331464
17-2-2016;3.334512
16-2-2016;3.374136
15-2-2016;3.444240
14-2-2016;3.480816
13-2-2016;3.483864
12-2-2016;3.432048
11-2-2016;3.435096
10-2-2016;3.374136
9-2-2016;3.380232
8-2-2016;3.441192
7-2-2016;3.444240
6-2-2016;3.526536
5-2-2016;3.563112
4-2-2016;3.566160
3-2-2016;3.560064
2-2-2016;3.572256
1-2-2016;3.535680
31-1-2016;3.462528
30-1-2016;3.474720
29-1-2016;3.480816
28-1-2016;3.511296
27-1-2016;3.496056
26-1-2016;3.496056
25-1-2016;3.474720
24-1-2016;3.468624
23-1-2016;3.493008
22-1-2016;3.535680
21-1-2016;3.566160
20-1-2016;3.599688
19-1-2016;3.599688
18-1-2016;3.590544
17-1-2016;3.535680
16-1-2016;3.560064
15-1-2016;3.541776
14-1-2016;3.508248
13-1-2016;3.459480
12-1-2016;3.511296
11-1-2016;3.514344
10-1-2016;3.508248
9-1-2016;3.514344
8-1-2016;3.566160
7-1-2016;3.529584
6-1-2016;3.496056
5-1-2016;3.471672
4-1-2016;3.511296
3-1-2016;3.566160
2-1-2016;3.621024
1-1-2016;3.651504
31-12-2015;3.681984
30-12-2015;3.688080
29-12-2015;3.642360
28-12-2015;3.614928
27-12-2015;3.645408
26-12-2015;3.724656
25-12-2015;3.697224
24-12-2015;3.685032
23-12-2015;3.706368
22-12-2015;3.721608
21-12-2015;3.764280
20-12-2015;3.788664
19-12-2015;3.776472
18-12-2015;3.749040
17-12-2015;3.791712
16-12-2015;3.764280
15-12-2015;3.773424
14-12-2015;3.550920
13-12-2015;3.724656
12-12-2015;3.776472
11-12-2015;3.755136
10-12-2015;3.788664
9-12-2015;3.840480
8-12-2015;3.855720
7-12-2015;3.816096
6-12-2015;3.840480
5-12-2015;3.901440
4-12-2015;3.895344
3-12-2015;3.855720
2-12-2015;3.904488
1-12-2015;3.867912
30-11-2015;3.886200
29-11-2015;3.886200
28-11-2015;3.928872
27-11-2015;3.974592
26-11-2015;3.977640
25-11-2015;3.992880
24-11-2015;4.002024
23-11-2015;4.008120
22-11-2015;4.026408
21-11-2015;4.078224
20-11-2015;4.069080
19-11-2015;4.078224
18-11-2015;4.078224
17-11-2015;4.069080
16-11-2015;4.053840
15-11-2015;3.913632
14-11-2015;3.983736
13-11-2015;4.075176
12-11-2015;4.111752
11-11-2015;4.133088
10-11-2015;4.093464
9-11-2015;4.066032
8-11-2015;4.142232
7-11-2015;4.169664
6-11-2015;4.175760
5-11-2015;4.136136
4-11-2015;4.108704
3-11-2015;4.062984
2-11-2015;4.053840
1-11-2015;4.126992
31-10-2015;4.157472
30-10-2015;4.191000
29-10-2015;4.184904
28-10-2015;4.209288
27-10-2015;4.194048
26-10-2015;4.227576
25-10-2015;4.215384
24-10-2015;4.178808
23-10-2015;4.151376
22-10-2015;4.163568
21-10-2015;4.105656
20-10-2015;4.075176
19-10-2015;4.084320
18-10-2015;4.081272
17-10-2015;4.099560
16-10-2015;4.139184
15-10-2015;4.172712
14-10-2015;4.184904
13-10-2015;4.200144
12-10-2015;4.197096
11-10-2015;4.197096
10-10-2015;4.212336
9-10-2015;4.203192
8-10-2015;4.187952
7-10-2015;4.181856
6-10-2015;4.136136
5-10-2015;4.093464
4-10-2015;4.087368
3-10-2015;4.154424
2-10-2015;4.224528
1-10-2015;4.236720
30-9-2015;4.233672
29-9-2015;4.261104
28-9-2015;4.239768
27-9-2015;4.239768
26-9-2015;4.251960
25-9-2015;4.245864
24-9-2015;4.203192
23-9-2015;4.187952
22-9-2015;4.111752
21-9-2015;4.105656
20-9-2015;4.142232
19-9-2015;4.191000
18-9-2015;4.221480
17-9-2015;4.258056
16-9-2015;4.239768
15-9-2015;4.181856
14-9-2015;4.169664
13-9-2015;4.181856
12-9-2015;4.209288
11-9-2015;4.218432
10-9-2015;4.184904
9-9-2015;4.157472
8-9-2015;4.130040
7-9-2015;4.130040
6-9-2015;4.139184
5-9-2015;4.169664
4-9-2015;4.197096
3-9-2015;4.218432
2-9-2015;4.212336
1-9-2015;4.187952
31-8-2015;4.242816
30-8-2015;4.221480
29-8-2015;4.218432
28-8-2015;4.191000
27-8-2015;4.206240
26-8-2015;4.096512
25-8-2015;4.154424
24-8-2015;4.197096
23-8-2015;4.245864
22-8-2015;4.212336
21-8-2015;4.224528
20-8-2015;4.200144
19-8-2015;4.187952
18-8-2015;4.184904
17-8-2015;4.145280
16-8-2015;4.145280
15-8-2015;4.212336
14-8-2015;4.218432
13-8-2015;4.194048
