Date and Time;Value
20-7-2013;47.564040
13-7-2013;47.506128
6-7-2013;47.314104
29-6-2013;47.201328
22-6-2013;47.164752
15-6-2013;46.987968
8-6-2013;46.890432
1-6-2013;46.689264
25-5-2013;46.649640
4-5-2013;46.210728
27-4-2013;46.180248
20-4-2013;46.027848
13-4-2013;45.753528
6-4-2013;45.787056
30-3-2013;45.918120
24-3-2013;45.811440
16-3-2013;45.784008
10-3-2013;45.799248
2-3-2013;45.811440
23-2-2013;45.835824
16-2-2013;45.869352
22-12-2012;46.225968
15-12-2012;46.341792
8-12-2012;46.411896
1-12-2012;46.369224
24-11-2012;46.613064
17-11-2012;46.622208
10-11-2012;46.719744
20-10-2012;47.125128
14-10-2012;47.143416
6-10-2012;47.198280
29-9-2012;47.253144
22-9-2012;47.219616
15-9-2012;47.283624
8-9-2012;47.222664
1-9-2012;47.268384
25-8-2012;47.244000
18-8-2012;47.210472
11-8-2012;47.048928
28-7-2012;46.686216
21-7-2012;46.741080
14-7-2012;46.704504
7-7-2012;46.460664
30-6-2012;46.366176
26-6-2012;46.247304
16-6-2012;46.030896
9-6-2012;45.854112
2-6-2012;45.662088
26-5-2012;45.564552
12-5-2012;45.351192
5-5-2012;45.168312
28-4-2012;45.073824
21-4-2012;45.070776
14-4-2012;45.073824
9-4-2012;45.174408
3-4-2012;45.119544
25-3-2012;45.140880
18-3-2012;45.070776
10-3-2012;45.287184
3-3-2012;45.320712
25-2-2012;45.366432
18-2-2012;45.351192
11-2-2012;45.363384
4-2-2012;45.421296
28-1-2012;45.521880
22-1-2012;45.543216
14-1-2012;45.686472
7-1-2012;45.625512
31-12-2011;45.610272
24-12-2011;45.768768
17-12-2011;45.747432
10-12-2011;45.518832
3-12-2011;45.848016
26-11-2011;46.003464
19-11-2011;45.979080
12-11-2011;46.012608
5-11-2011;46.180248
29-10-2011;46.305216
22-10-2011;46.360080
15-10-2011;46.329600
8-10-2011;46.533816
1-10-2011;46.811184
24-9-2011;46.829472
17-9-2011;46.817280
10-9-2011;46.835568
27-8-2011;46.756320
20-8-2011;46.750224
13-8-2011;46.652688
6-8-2011;46.564296
30-7-2011;46.451520
23-7-2011;46.280832
16-7-2011;46.296072
9-7-2011;46.168056
2-7-2011;46.052232
18-6-2011;45.750480
11-6-2011;45.409104
4-6-2011;45.332904
30-5-2011;45.448728
21-5-2011;45.409104
14-5-2011;45.342048
30-4-2011;45.253656
23-4-2011;45.201840
16-4-2011;45.226224
9-4-2011;45.210984
4-4-2011;45.253656
27-3-2011;45.238416
20-3-2011;45.113448
12-3-2011;45.354240
5-3-2011;45.527976
26-2-2011;45.369480
19-2-2011;45.381672
12-2-2011;45.570648
5-2-2011;45.601128
29-1-2011;45.604176
23-1-2011;45.659040
15-1-2011;45.765720
8-1-2011;45.765720
1-1-2011;45.844968
27-12-2010;45.957744
18-12-2010;45.854112
11-12-2010;46.030896
9-12-2010;46.021752
21-11-2010;46.088808
13-11-2010;46.323504
8-11-2010;46.347888
30-10-2010;46.363128
23-10-2010;46.637448
9-10-2010;46.869096
2-10-2010;46.905672
25-9-2010;46.826424
11-9-2010;46.951392
28-8-2010;46.808136
21-8-2010;46.795944
14-8-2010;46.725840
7-8-2010;46.710600
31-7-2010;46.619160
24-7-2010;46.509432
17-7-2010;46.472856
10-7-2010;46.308264
3-7-2010;46.125384
19-6-2010;45.753528
12-6-2010;45.524928
6-6-2010;45.393864
29-5-2010;45.146976
22-5-2010;45.195744
19-5-2010;45.095160
11-5-2010;44.991528
8-5-2010;44.967144
2-5-2010;44.909232
24-4-2010;44.967144
21-4-2010;44.903136
10-4-2010;44.951904
3-4-2010;45.012864
27-3-2010;45.031152
20-3-2010;45.006768
13-3-2010;45.049440
6-3-2010;44.979336
28-2-2010;45.015912
20-2-2010;45.076872
13-2-2010;45.220128
6-2-2010;45.183552
30-1-2010;45.268896
23-1-2010;45.299376
16-1-2010;45.268896
9-1-2010;45.409104
2-1-2010;45.467016
26-12-2009;45.470064
19-12-2009;45.607224
13-12-2009;45.537120
5-12-2009;45.659040
28-11-2009;45.674280
21-11-2009;45.790104
14-11-2009;45.866304
7-11-2009;45.927264
31-10-2009;46.003464
24-10-2009;46.012608
17-10-2009;46.125384
10-10-2009;46.399704
3-10-2009;46.402752
26-9-2009;46.488096
19-9-2009;46.497240
12-9-2009;46.463712
5-9-2009;46.469808
2-9-2009;46.539912
29-8-2009;46.472856
15-8-2009;46.399704
1-8-2009;46.305216
25-7-2009;46.268640
18-7-2009;46.091856
11-7-2009;45.972984
4-7-2009;45.878496
28-6-2009;45.716952
20-6-2009;45.457872
13-6-2009;45.348144
30-5-2009;45.137832
23-5-2009;45.082968
9-5-2009;44.814744
1-5-2009;44.772072
25-4-2009;44.653200
18-4-2009;44.577000
11-4-2009;44.445936
4-4-2009;44.436792
28-3-2009;44.324016
21-3-2009;44.281344
14-3-2009;44.342304
7-3-2009;44.375832
28-2-2009;44.403264
21-2-2009;44.452032
14-2-2009;44.458128
7-2-2009;44.448984
31-1-2009;44.546520
24-1-2009;44.586144
17-1-2009;44.671488
10-1-2009;44.772072
3-1-2009;44.701968
27-12-2008;44.878752
20-12-2008;44.918376
13-12-2008;44.796456
