Date and Time;Value
6-10-2021;6.099048
5-10-2021;6.083808
4-10-2021;6.065520
3-10-2021;6.044184
2-10-2021;6.022848
1-10-2021;6.004560
30-9-2021;5.986272
29-9-2021;5.964936
28-9-2021;5.943600
27-9-2021;5.925312
26-9-2021;5.910072
25-9-2021;5.900928
24-9-2021;5.885688
23-9-2021;5.873496
22-9-2021;5.864352
21-9-2021;5.849112
20-9-2021;5.827776
19-9-2021;5.812536
18-9-2021;5.800344
17-9-2021;5.788152
16-9-2021;5.769864
15-9-2021;5.751576
14-9-2021;5.730240
13-9-2021;5.715000
12-9-2021;5.699760
11-9-2021;5.687568
10-9-2021;5.684520
9-9-2021;5.684520
8-9-2021;5.672328
7-9-2021;5.657088
6-9-2021;5.644896
5-9-2021;5.632704
4-9-2021;5.611368
3-9-2021;5.596128
2-9-2021;5.574792
1-9-2021;5.547360
31-8-2021;5.510784
30-8-2021;5.480304
29-8-2021;5.446776
28-8-2021;5.416296
27-8-2021;5.379720
26-8-2021;5.346192
25-8-2021;5.312664
24-8-2021;5.269992
23-8-2021;5.239512
22-8-2021;5.202936
21-8-2021;5.172456
20-8-2021;5.135880
19-8-2021;5.105400
18-8-2021;5.074920
17-8-2021;5.032248
16-8-2021;4.989576
15-8-2021;4.953000
14-8-2021;4.916424
13-8-2021;4.873752
12-8-2021;4.828032
11-8-2021;4.773168
10-8-2021;4.721352
9-8-2021;4.663440
8-8-2021;4.614672
7-8-2021;4.559808
6-8-2021;4.507992
5-8-2021;4.450080
4-8-2021;4.404360
3-8-2021;4.349496
2-8-2021;4.300728
1-8-2021;4.242816
31-7-2021;4.175760
30-7-2021;4.108704
29-7-2021;4.023360
28-7-2021;3.941064
27-7-2021;3.843528
26-7-2021;3.758184
25-7-2021;3.834384
24-7-2021;3.886200
23-7-2021;3.806952
22-7-2021;3.730752
21-7-2021;3.657600
20-7-2021;3.599688
19-7-2021;3.563112
18-7-2021;3.550920
17-7-2021;3.605784
16-7-2021;3.794760
15-7-2021;3.840480
14-7-2021;3.855720
13-7-2021;3.867912
12-7-2021;3.892296
11-7-2021;3.977640
10-7-2021;4.102608
9-7-2021;4.172712
8-7-2021;4.136136
7-7-2021;4.111752
6-7-2021;4.117848
5-7-2021;4.133088
4-7-2021;4.172712
3-7-2021;4.245864
2-7-2021;4.337304
1-7-2021;4.410456
30-6-2021;4.498848
29-6-2021;4.587240
28-6-2021;4.727448
27-6-2021;5.007864
26-6-2021;5.029200
25-6-2021;5.013960
24-6-2021;4.983480
23-6-2021;4.959096
22-6-2021;4.928616
21-6-2021;4.895088
20-6-2021;4.846320
19-6-2021;4.812792
18-6-2021;4.776216
17-6-2021;4.739640
16-6-2021;4.706112
15-6-2021;4.666488
14-6-2021;4.629912
13-6-2021;4.590288
12-6-2021;4.550664
11-6-2021;4.511040
10-6-2021;4.471416
9-6-2021;4.443984
8-6-2021;4.416552
7-6-2021;4.389120
6-6-2021;4.361688
5-6-2021;4.337304
4-6-2021;4.315968
3-6-2021;4.288536
2-6-2021;4.264152
1-6-2021;4.267200
31-5-2021;4.270248
30-5-2021;4.258056
29-5-2021;4.233672
28-5-2021;4.203192
27-5-2021;4.181856
26-5-2021;4.181856
25-5-2021;4.175760
24-5-2021;4.181856
23-5-2021;4.191000
22-5-2021;4.212336
21-5-2021;4.242816
20-5-2021;4.273296
19-5-2021;4.288536
18-5-2021;4.273296
17-5-2021;4.239768
16-5-2021;4.203192
15-5-2021;4.172712
14-5-2021;4.142232
13-5-2021;4.120896
12-5-2021;4.096512
11-5-2021;4.050792
10-5-2021;3.995928
9-5-2021;3.922776
8-5-2021;3.867912
7-5-2021;3.816096
6-5-2021;3.773424
5-5-2021;3.727704
4-5-2021;3.666744
3-5-2021;3.593592
2-5-2021;3.557016
1-5-2021;3.541776
30-4-2021;3.544824
29-4-2021;3.499104
28-4-2021;3.450336
27-4-2021;3.392424
26-4-2021;3.337560
25-4-2021;3.307080
24-4-2021;3.230880
23-4-2021;3.166872
22-4-2021;3.105912
21-4-2021;3.035808
20-4-2021;2.953512
19-4-2021;2.862072
18-4-2021;2.798064
17-4-2021;2.755392
16-4-2021;2.734056
15-4-2021;2.749296
14-4-2021;2.776728
13-4-2021;2.822448
12-4-2021;2.852928
11-4-2021;2.941320
10-4-2021;3.163824
9-4-2021;3.252216
8-4-2021;3.267456
7-4-2021;3.325368
6-4-2021;3.297936
5-4-2021;3.264408
4-4-2021;3.249168
3-4-2021;3.230880
2-4-2021;3.240024
1-4-2021;3.258312
31-3-2021;3.264408
30-3-2021;3.230880
29-3-2021;3.273552
28-3-2021;3.398520
27-3-2021;3.523488
26-3-2021;3.648456
25-3-2021;3.727704
24-3-2021;3.779520
23-3-2021;3.816096
22-3-2021;3.910584
21-3-2021;4.011168
20-3-2021;4.108704
19-3-2021;4.203192
18-3-2021;4.550664
17-3-2021;4.922520
16-3-2021;4.959096
15-3-2021;4.946904
