STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,23-7-1952,,,0,0,0,,37.8,23.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,24-7-1952,,,0,0,0,,37.8,24.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,25-7-1952,,,0,0,0,,37.2,24.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,26-7-1952,,,0.3,0,0,,35.6,21.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,27-7-1952,,,0,0,0,,36.1,22.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,28-7-1952,,,0,0,0,,38.3,23.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,29-7-1952,,,0.3,0,0,,39.4,23.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,30-7-1952,,,7.9,0,0,,35.6,21.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,31-7-1952,,,5.3,0,0,,29.4,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,1-8-1952,,,0,0,0,,28.3,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,2-8-1952,,,0,0,0,,30,20
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,3-8-1952,,,0,0,0,,33.3,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,4-8-1952,,,0,0,0,,34.4,22.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,5-8-1952,,,17,0,0,,34.4,22.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,6-8-1952,,,0,0,0,,29.4,21.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,7-8-1952,,,6.4,0,0,,26.1,21.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,8-8-1952,,,0,0,0,,31.1,21.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,9-8-1952,,,1.5,0,0,,28.3,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,10-8-1952,,,0,0,0,,29.4,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,11-8-1952,,,0,0,0,,32.8,21.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,12-8-1952,,,0.5,0,0,,31.1,22.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,13-8-1952,,,10.9,0,0,,33.3,22.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,14-8-1952,,,8.1,0,0,,32.8,22.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,15-8-1952,,,0,0,0,,33.3,21.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,16-8-1952,,,0,0,0,,34.4,22.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,17-8-1952,,,0,0,0,,36.1,23.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,18-8-1952,,,0,0,0,,36.1,23.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,19-8-1952,,,5.8,0,0,,33.3,23.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,20-8-1952,,,0,0,0,,32.8,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,21-8-1952,,,45.7,0,0,,34.4,21.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,22-8-1952,,,4.1,0,0,,31.7,22.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,23-8-1952,,,0,0,0,,27.2,17.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,24-8-1952,,,0,0,0,,23.9,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,25-8-1952,,,0,0,0,,27.8,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,26-8-1952,,,0,0,0,,27.2,15.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,27-8-1952,,,0,0,0,,26.7,15.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,28-8-1952,,,0,0,0,,29.4,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,29-8-1952,,,67.1,0,0,,22.8,20
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,30-8-1952,,,4.8,0,0,,29.4,21.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,31-8-1952,,,7.1,0,0,,28.9,22.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,1-9-1952,,,0,0,0,,32.2,21.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,2-9-1952,,,3.6,0,0,,27.8,18.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,3-9-1952,,,0,0,0,,25,14.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,4-9-1952,,,0,0,0,,25.6,15
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,5-9-1952,,,0,0,0,,25,16.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,6-9-1952,,,0,0,0,,27.8,15.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,7-9-1952,,,0,0,0,,30,15.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,8-9-1952,,,0,0,0,,27.8,17.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,9-9-1952,,,0,0,0,,25,17.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,10-9-1952,,,0,0,0,,27.8,14.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,11-9-1952,,,5.3,0,0,,24.4,18.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,12-9-1952,,,11.4,0,0,,28.9,21.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,13-9-1952,,,0,0,0,,26.1,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,14-9-1952,,,0,0,0,,29.4,20.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,15-9-1952,,,10.9,0,0,,24.4,18.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,16-9-1952,,,0,0,0,,27.8,17.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,17-9-1952,,,0,0,0,,28.9,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,18-9-1952,,,7.6,0,0,,28.3,17.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,19-9-1952,,,1.8,0,0,,28.9,19.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,20-9-1952,,,0,0,0,,27.2,18.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,21-9-1952,,,0,0,0,,25.6,18.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,22-9-1952,,,0.3,0,0,,25.6,17.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,23-9-1952,,,0,0,0,,23.3,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,24-9-1952,,,0,0,0,,25,13.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,25-9-1952,,,0,0,0,,22.8,13.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,26-9-1952,,,0,0,0,,26.7,14.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,27-9-1952,,,0,0,0,,27.8,14.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,28-9-1952,,,0,0,0,,23.9,15
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,29-9-1952,,,0,0,0,,27.2,15.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,30-9-1952,,,0,0,0,,28.9,14.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,1-10-1952,,,0,0,0,,30,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,2-10-1952,,,0,0,0,,30.6,14.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,3-10-1952,,,0,0,0,,22.2,10
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,4-10-1952,,,0,0,0,,23.9,8.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,5-10-1952,,,0,0,0,,26.1,10.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,6-10-1952,,,0,0,0,,27.8,10
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,7-10-1952,,,0,0,0,,21.1,7.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,8-10-1952,,,16.3,0,0,,15.6,10.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,9-10-1952,,,1.5,0,0,,12.2,10.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,10-10-1952,,,1.3,0,0,,13.9,11.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,11-10-1952,,,0,0,0,,18.9,11.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,12-10-1952,,,0,0,0,,20.6,10.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,13-10-1952,,,0,0,0,,23.3,10
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,14-10-1952,,,0,0,0,,25.6,10.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,15-10-1952,,,0,0,0,,25,16.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,16-10-1952,,,0,0,0,,25,11.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,17-10-1952,,,0,0,0,,25,10.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,18-10-1952,,,0,0,0,,24.4,9.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,19-10-1952,,,0,0,0,,22.8,10
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,20-10-1952,,,0,0,0,,18.9,6.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,21-10-1952,,,0,0,0,,13.3,1.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,22-10-1952,,,0,0,0,,17.8,2.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,23-10-1952,,,0,0,0,,21.7,8.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,24-10-1952,,,0,0,0,,23.9,6.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,25-10-1952,,,0,0,0,,24.4,7.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,26-10-1952,,,0,0,0,,20.6,8.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,27-10-1952,,,0,0,0,,23.9,7.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,28-10-1952,,,0,0,0,,15.6,4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,29-10-1952,,,0,0,0,,10,-0.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,30-10-1952,,,0,0,0,,16.7,-1.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,31-10-1952,,,0,0,0,,20,3.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,1-11-1952,,,0,0,0,,22.8,7.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,2-11-1952,,,0,0,0,,25.6,8.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,3-11-1952,,,0,0,0,,25,8.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,4-11-1952,,,0,0,0,,17.8,3.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,5-11-1952,,,0,0,0,,21.1,3.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,6-11-1952,,,0,0,0,,20,8.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,7-11-1952,,,0,0,0,,15.6,6.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,8-11-1952,,,0,0,0,,17.8,2.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,9-11-1952,,,0,0,0,,20.6,6.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,10-11-1952,,,9.7,0,0,,20,12.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,11-11-1952,,,4.1,0,0,,12.8,5
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,12-11-1952,,,0,0,0,,17.2,2.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,13-11-1952,,,0,0,0,,18.3,5
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,14-11-1952,,,0,0,0,,16.7,8.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,15-11-1952,,,0,0,0,,21.7,8.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,16-11-1952,,,0,0,0,,22.8,8.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,17-11-1952,,,0,0,0,,22.8,7.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,18-11-1952,,,0,0,0,,21.1,11.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,19-11-1952,,,28.2,0,0,,17.2,10
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,20-11-1952,,,0,0,0,,10,6.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,21-11-1952,,,0,0,0,,7.8,4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,22-11-1952,,,0,0,0,,15,1.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,23-11-1952,,,0,0,0,,18.3,6.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,24-11-1952,,,0,0,0,,17.8,7.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,25-11-1952,,,0,0,0,,18.3,11.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,26-11-1952,,,11.4,0,0,,16.7,5.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,27-11-1952,,,0,0,0,,8.3,3.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,28-11-1952,,,0,0,0,,7.2,-0.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,29-11-1952,,,0.5,0,0,,9.4,-0.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,30-11-1952,,,0,0,0,,9.4,0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,1-12-1952,,,0,0,0,,6.7,-0.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,2-12-1952,,,10.2,0,0,,5.6,1.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,3-12-1952,,,0,0,0,,5,3.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,4-12-1952,,,0,0,0,,9.4,1.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,5-12-1952,,,17.3,0,0,,12.2,4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,6-12-1952,,,0,0,0,,17.8,2.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,7-12-1952,,,0,0,0,,17.2,2.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,8-12-1952,,,0,0,0,,16.7,6.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,9-12-1952,,,11.7,0,0,,21.1,11.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,10-12-1952,,,31.8,0,0,,17.8,5
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,11-12-1952,,,0,0,0,,10,1.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,12-12-1952,,,0,0,0,,13.3,1.7
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,13-12-1952,,,0,0,0,,7.8,-1.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,14-12-1952,,,0,0,0,,5,-4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,15-12-1952,,,0,0,0,,2.2,-5.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,16-12-1952,,,0,0,0,,10,-3.9
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,17-12-1952,,,0,0,0,,13.9,-0.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,18-12-1952,,,0,0,0,,16.1,2.2
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,19-12-1952,,,0,0,0,,16.1,4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,20-12-1952,,,18.3,0,0,,8.9,5.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,21-12-1952,,,0,0,0,,9.4,2.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,22-12-1952,,,0,0,0,,11.7,0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,23-12-1952,,,10.9,0,0,,8.3,5.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,24-12-1952,,,0.8,0,0,,10,5
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,25-12-1952,,,4.1,0,0,,11.7,4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,26-12-1952,,,0,0,0,,10.6,0.6
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,27-12-1952,,,0,0,0,,7.2,3.3
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,28-12-1952,,,0,0,0,,8.3,-1.1
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,29-12-1952,,,0,0,0,,10.6,-2.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,30-12-1952,,,31,0,0,,8.3,2.8
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,31-12-1952,,,14.7,0,0,,9.4,4.4
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",33.62972,-84.44224,308.2,1-1-1953,,,0,0,0,,13.3,1.7
